Song,Artist,Compound,Negative,Neutral,Positive,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
Tom Sawyer,Rush,0.9331,0.019,0.882,0.099,73,False,0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,hard-rock
I'm Not The Only One,Sam Smith,-0.9791,0.146,0.812,0.042,1,False,0.684,0.487,5,-5.887,1,0.0367,0.495,4.57e-06,0.0821,0.456,81.997,dance
Like I Can,Sam Smith,-0.9982,0.281,0.644,0.075,0,False,0.628,0.683,7,-5.565,0,0.0467,0.246,0.0,0.176,0.462,99.8,dance
Maria Maria,Santana,0.9899,0.049,0.807,0.144,54,False,0.653,0.876,9,-7.388,0,0.139,0.04,0.0922,0.296,0.16,128.064,progressive-house
Mirage,Santana,0.8765,0.0,0.915,0.085,65,False,0.683,0.468,9,-10.058,0,0.0743,0.87,0.673,0.108,0.47,117.095,chill
Praise,Santana,0.9899,0.022,0.742,0.235,17,False,0.779,0.543,11,-9.494,0,0.0369,0.00479,0.737,0.106,0.269,107.999,chicago-house
When I Look Into Your Eyes,Santana,0.9371,0.0,0.839,0.161,61,False,0.396,0.612,6,-8.039,1,0.0277,0.00288,4.71e-05,0.233,0.241,146.759,hard-rock
To The Moon And Back,Savage Garden,0.9855,0.055,0.769,0.176,46,False,0.802,0.651,5,-9.468,1,0.0495,0.000199,0.835,0.0949,0.332,125.011,minimal-techno
Universe,Savage Garden,0.9692,0.049,0.826,0.125,3,False,0.596,0.473,9,-9.381,0,0.218,0.0273,0.0,0.203,0.365,157.0,dance
Violet,Savage Garden,0.9217,0.106,0.753,0.141,63,False,0.287,0.78,7,-6.493,1,0.0469,0.049,3.71e-05,0.184,0.383,167.278,grunge
Arizona,Scorpions,0.8943,0.134,0.702,0.165,21,False,0.523,0.693,10,-14.302,0,0.843,0.846,0.0,0.662,0.417,90.896,comedy
Humanity,Scorpions,-0.9153,0.107,0.844,0.049,51,False,0.669,0.864,0,-3.611,1,0.0536,0.0742,0.667,0.0803,0.307,110.042,club
Inheritance,Scorpions,-0.9606,0.215,0.723,0.062,24,False,0.528,0.97,3,-8.419,0,0.892,0.523,0.0,0.896,0.0382,112.932,comedy
Lonely Nights,Scorpions,0.7324,0.112,0.738,0.149,61,False,0.463,0.256,10,-12.236,1,0.0487,0.821,0.613,0.153,0.272,123.954,sad
The Cross,Scorpions,-0.7664,0.108,0.797,0.095,16,False,0.469,0.958,2,-5.408,0,0.0593,0.00609,0.00106,0.245,0.403,83.997,black-metal
Under The Same Sun,Scorpions,0.9549,0.068,0.815,0.117,56,False,0.377,0.84,2,-6.022,1,0.1,0.0128,2.71e-05,0.102,0.311,150.349,german
Love You Like A Love Song,Selena Gomez,0.9987,0.024,0.546,0.43,81,False,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,dance
Undercover,Selena Gomez,0.9907,0.118,0.66,0.222,47,False,0.68,0.967,1,-2.38,1,0.084,0.00263,0.102,0.444,0.42,87.993,breakbeat
Clap Your Hands,Sia,0.9926,0.043,0.779,0.178,7,False,0.803,0.925,6,-6.146,0,0.0481,8.42e-05,0.889,0.0397,0.0387,123.972,chicago-house
Moon,Sia,0.34,0.016,0.955,0.029,54,False,0.708,0.764,7,-5.514,1,0.0624,0.0491,0.0057,0.316,0.294,115.978,deep-house
Reaper,Sia,-0.9297,0.172,0.697,0.132,23,True,0.726,0.927,6,-3.749,0,0.185,0.00141,0.0322,0.117,0.416,155.031,dubstep
Sunday,Sia,-0.872,0.117,0.841,0.042,50,False,0.151,0.211,10,-10.513,1,0.0345,0.68,0.0,0.133,0.186,78.806,show-tunes
I Hate You,Slayer,-0.9882,0.313,0.621,0.066,4,False,0.737,0.67,9,-6.448,1,0.0985,0.00474,0.0,0.0922,0.525,75.981,alternative
Killing Fields,Slayer,-0.9931,0.272,0.625,0.104,21,False,0.53,0.992,5,-4.755,1,0.0566,0.000437,0.395,0.341,0.578,141.995,industrial
Mind Control,Slayer,-0.9477,0.198,0.756,0.046,9,False,0.675,0.965,11,-6.082,1,0.0495,0.000148,0.626,0.245,0.537,133.983,breakbeat
New Faith,Slayer,0.678,0.163,0.637,0.2,29,True,0.25,0.992,6,-2.926,1,0.202,0.000878,0.000879,0.0948,0.158,88.336,death-metal
Reborn,Slayer,-0.986,0.2,0.744,0.056,19,False,0.315,0.948,8,-7.621,1,0.102,9.69e-05,0.198,0.326,0.318,113.139,black-metal
Sick Boy,Slayer,-0.9087,0.222,0.647,0.131,69,False,0.663,0.577,11,-7.518,0,0.0531,0.109,0.0,0.12,0.454,89.996,edm
Skeletons Of Society,Slayer,-0.9878,0.238,0.659,0.102,49,False,0.498,0.98,8,-4.083,0,0.129,0.000459,0.00142,0.111,0.302,106.859,death-metal
Threshold,Slayer,-0.9169,0.177,0.696,0.128,19,False,0.618,0.943,1,-4.629,0,0.0569,0.000128,0.834,0.183,0.935,164.819,detroit-techno
Unit 731,Slayer,-0.9964,0.292,0.619,0.089,14,False,0.313,0.892,8,-4.254,1,0.103,1.69e-05,0.845,0.312,0.269,109.071,grindcore
War Zone,Slayer,-0.9837,0.189,0.713,0.098,58,True,0.372,0.835,10,-4.049,0,0.264,0.156,0.000369,0.0973,0.463,80.014,edm
Witching Hour,Slayer,-0.9935,0.299,0.666,0.035,27,False,0.743,0.386,7,-11.106,1,0.229,0.781,0.858,0.0907,0.362,61.991,study
World Painted Blood,Slayer,-0.999,0.331,0.575,0.094,54,False,0.476,0.994,10,-3.19,0,0.175,0.000247,0.152,0.0793,0.126,92.865,death-metal
Hourglass,Snoop Dogg,-0.9922,0.165,0.703,0.132,66,False,0.431,0.00807,4,-29.783,0,0.0459,0.995,0.932,0.112,0.334,77.745,classical
I Wanna Rock,Snoop Dogg,-0.9903,0.111,0.84,0.05,73,False,0.504,0.911,2,-2.97,1,0.0738,0.00512,0.0123,0.355,0.671,106.244,hard-rock
Black Hole Sun,Soundgarden,-0.9757,0.132,0.809,0.059,0,False,0.351,0.827,6,-5.351,1,0.0412,0.000222,0.000118,0.0755,0.145,105.463,alt-rock
Blow Up The Outside World,Soundgarden,-0.8816,0.161,0.733,0.105,58,False,0.33,0.529,9,-10.043,1,0.0358,0.000807,0.214,0.126,0.148,140.156,grunge
Burden In My Hand,Soundgarden,0.7698,0.17,0.645,0.185,62,False,0.319,0.803,10,-8.928,1,0.0394,0.00534,0.0126,0.177,0.589,183.031,grunge
Fell On Black Days,Soundgarden,-0.7998,0.111,0.83,0.06,68,False,0.574,0.739,4,-5.745,0,0.0271,0.00152,0.000328,0.141,0.514,101.069,grunge
Heretic,Soundgarden,0.7634,0.092,0.754,0.154,39,False,0.225,0.227,4,-19.877,0,0.0444,0.745,0.87,0.109,0.109,83.377,club
Rowing,Soundgarden,-0.9151,0.055,0.924,0.021,49,False,0.597,0.268,7,-18.485,0,0.0564,0.954,0.961,0.132,0.0992,137.942,ambient
Musclebound,Spandau Ballet,0.926,0.024,0.91,0.066,25,False,0.661,0.676,4,-7.081,0,0.0378,0.0185,0.00944,0.132,0.92,101.268,synth-pop
Only When You Leave,Spandau Ballet,-0.8385,0.163,0.721,0.117,34,False,0.585,0.831,7,-6.206,0,0.0453,0.244,4.64e-06,0.0539,0.701,137.271,disco
Pharaoh,Spandau Ballet,-0.993,0.304,0.618,0.078,21,False,0.547,0.966,5,-4.139,0,0.128,0.17,0.0119,0.0886,0.2,149.895,hardstyle
True,Spandau Ballet,0.9948,0.018,0.766,0.216,28,False,0.716,0.525,3,-8.733,1,0.027,0.647,0.00868,0.0893,0.423,96.993,acoustic
Black Coffee In Bed,Squeeze,-0.0506,0.12,0.777,0.102,22,False,0.62,0.398,6,-13.625,0,0.0308,0.166,0.000337,0.08,0.775,108.596,power-pop
Cool For Cats,Squeeze,0.6174,0.077,0.829,0.094,24,False,0.788,0.645,0,-17.263,1,0.234,0.107,0.0153,0.0836,0.967,145.142,synth-pop
Is That Love?,Squeeze,0.9969,0.03,0.688,0.282,22,False,0.423,0.629,9,-13.874,0,0.0419,0.0451,0.0,0.162,0.597,160.347,power-pop
It's Not Cricket,Squeeze,0.8949,0.041,0.872,0.087,22,False,0.63,0.658,2,-11.523,1,0.0308,0.401,0.0,0.183,0.934,133.639,power-pop
Last Time Forever,Squeeze,0.9535,0.165,0.619,0.217,23,False,0.458,0.511,5,-13.411,1,0.0405,0.167,0.000147,0.0744,0.72,176.23,power-pop
Model,Squeeze,-0.8633,0.11,0.829,0.061,20,False,0.703,0.796,1,-7.446,1,0.326,0.482,0.0,0.11,0.427,89.227,j-dance
Piccadilly,Squeeze,0.8913,0.112,0.746,0.142,23,False,0.651,0.622,2,-14.889,1,0.0322,0.00935,0.0527,0.251,0.96,136.239,power-pop
Revue,Squeeze,0.7888,0.112,0.749,0.139,22,False,0.466,0.634,5,-14.155,1,0.0822,0.109,0.0,0.172,0.774,151.682,power-pop
Tempted,Squeeze,-0.6486,0.115,0.798,0.088,61,False,0.729,0.356,6,-13.743,0,0.0347,0.0916,0.0905,0.052,0.392,95.026,power-pop
The Call,Squeeze,-0.98,0.211,0.646,0.143,0,False,0.683,0.964,9,-4.819,1,0.0593,0.0957,0.526,0.272,0.177,119.976,electronic
Break The Rules,Status Quo,-0.879,0.138,0.798,0.064,39,False,0.766,0.893,4,-3.956,0,0.0916,0.53,0.000521,0.0565,0.508,127.961,folk
Breaking Away,Status Quo,0.9624,0.035,0.849,0.116,28,False,0.574,0.653,4,-7.36,0,0.0276,0.00599,9.08e-05,0.13,0.207,117.07,heavy-metal
Calling,Status Quo,0.5928,0.07,0.848,0.082,39,False,0.472,0.943,0,-4.431,0,0.0403,0.000232,0.0,0.266,0.552,74.967,metalcore
In The Army Now,Status Quo,0.6239,0.071,0.841,0.088,65,False,0.686,0.722,9,-7.094,0,0.0233,0.101,3.37e-06,0.11,0.904,104.665,blues
Aja,Steely Dan,0.506,0.042,0.888,0.07,17,False,0.79,0.464,0,-8.194,0,0.17,0.285,0.888,0.0939,0.225,118.097,detroit-techno
Any Major Dude Will Tell You,Steely Dan,0.5012,0.046,0.863,0.09,62,False,0.684,0.416,2,-15.367,1,0.0447,0.647,0.0,0.0822,0.549,80.204,psych-rock
Deacon Blues,Steely Dan,0.9851,0.081,0.718,0.201,29,False,0.751,0.545,0,-13.429,1,0.0394,0.49,0.000342,0.131,0.599,115.848,psych-rock
Rikki Don't Lose That Number,Steely Dan,0.9647,0.041,0.802,0.157,64,False,0.656,0.462,11,-14.072,0,0.0373,0.518,0.000137,0.091,0.642,116.049,psych-rock
Abracadabra,Steve Miller Band,0.8706,0.073,0.808,0.119,2,False,0.791,0.534,9,-13.261,0,0.0355,0.0749,1.99e-06,0.156,0.963,127.488,blues
Dance Dance Dance,Steve Miller Band,0.9972,0.021,0.725,0.253,39,False,0.585,0.921,10,-5.2,0,0.0457,0.000136,1.33e-05,0.174,0.695,121.736,j-pop
Fandango,Steve Miller Band,0.9254,0.0,0.817,0.183,47,False,0.576,0.33,7,-12.071,1,0.238,0.445,0.81,0.106,0.37,63.935,study
Fly Like An Eagle,Steve Miller Band,0.9876,0.01,0.775,0.215,67,False,0.561,0.754,9,-12.769,0,0.112,0.61,0.0194,0.328,0.642,100.08,psych-rock
Joker,Steve Miller Band,0.9969,0.072,0.626,0.302,18,False,0.661,0.86,10,-10.251,0,0.0396,0.00155,0.731,0.131,0.0948,125.005,minimal-techno
Sugar Babe,Steve Miller Band,0.9904,0.009,0.751,0.239,31,False,0.554,0.4,3,-11.806,1,0.0699,0.979,0.348,0.102,0.547,101.191,acoustic
Winter Time,Steve Miller Band,0.0,0.0,1.0,0.0,51,False,0.392,0.389,10,-17.604,0,0.0422,0.497,0.702,0.297,0.251,103.659,psych-rock
Isn't She Lovely,Stevie Wonder,-0.9808,0.332,0.531,0.137,28,False,0.71,0.646,3,-5.945,1,0.0313,0.789,3.75e-06,0.106,0.615,120.028,acoustic
Saturn,Stevie Wonder,0.2973,0.106,0.777,0.116,68,False,0.263,0.237,3,-13.738,1,0.0344,0.638,0.305,0.109,0.0461,73.024,ambient
Peacoat,Stone Temple Pilots,0.984,0.047,0.784,0.169,5,False,0.75,0.559,8,-7.627,1,0.423,0.683,0.42,0.113,0.449,71.043,study
Plush,Stone Temple Pilots,-0.5514,0.076,0.879,0.045,1,False,0.416,0.954,7,-3.157,0,0.0467,0.0021,0.0,0.177,0.498,144.724,alt-rock
Babe,Styx,0.9979,0.076,0.574,0.35,0,False,0.291,0.286,2,-9.854,1,0.0276,0.581,0.0,0.0876,0.081,83.094,hard-rock
Come Sail Away,Styx,0.9662,0.023,0.836,0.14,32,False,0.416,0.862,0,-8.314,1,0.0613,9.26e-05,0.00531,0.477,0.532,101.795,ska
Eddie,Styx,0.8453,0.04,0.889,0.071,66,False,0.515,0.809,9,-5.817,0,0.0512,0.00455,0.0723,0.0905,0.525,142.011,alt-rock
High Enough,Styx,-0.928,0.072,0.918,0.009,22,False,0.757,0.584,11,-6.238,0,0.0431,0.11,0.00043,0.353,0.255,119.94,club
Mademoiselle,Styx,0.9889,0.024,0.746,0.23,32,False,0.533,0.628,7,-6.199,1,0.12,0.578,0.0,0.268,0.577,169.447,french
This Old Man,Styx,0.836,0.013,0.875,0.112,53,False,0.85,0.071,7,-15.977,1,0.0805,0.976,9.42e-05,0.109,0.601,94.428,children
Doin' Time,Sublime,-0.8948,0.17,0.675,0.154,0,True,0.641,0.559,7,-11.132,0,0.0355,0.404,0.00402,0.0937,0.523,144.982,pop
Right Back,Sublime,0.9914,0.067,0.675,0.258,53,False,0.567,0.942,4,-7.217,0,0.0379,0.000957,0.0779,0.343,0.0396,125.043,progressive-house
What Happened,Sublime,-0.9478,0.172,0.731,0.097,57,False,0.409,0.991,8,-1.672,0,0.571,0.024,0.000746,0.549,0.0518,189.92,techno
What I Got,Sublime,0.9154,0.055,0.844,0.101,1,True,0.804,0.693,7,-7.47,1,0.0915,0.00876,0.000916,0.314,0.654,95.721,punk
Give A Little Bit,Supertramp,0.9788,0.017,0.78,0.203,1,False,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.00949,0.263,0.471,90.767,piano
Times Have Changed,Supertramp,0.8415,0.111,0.747,0.142,23,True,0.528,0.74,1,-12.87,1,0.897,0.887,0.0,0.645,0.0614,87.109,comedy
Aerials,System Of A Down,0.9743,0.098,0.717,0.185,77,False,0.364,0.922,0,-4.217,0,0.0567,0.000915,0.0346,0.0697,0.227,79.342,alternative
Attack,System Of A Down,-0.9988,0.413,0.557,0.029,63,False,0.333,0.877,5,-1.894,0,0.0603,0.00332,0.00101,0.769,0.285,175.095,grunge
Bubbles,System Of A Down,-0.9963,0.261,0.707,0.032,44,False,0.855,0.66,9,-11.632,0,0.137,0.653,0.699,0.0676,0.924,123.036,idm
Fortress,System Of A Down,-0.9575,0.211,0.665,0.124,51,False,0.563,0.852,5,-4.928,1,0.058,0.194,0.000645,0.694,0.471,141.949,dub
Know,System Of A Down,-0.9884,0.119,0.875,0.005,40,False,0.478,0.712,0,-3.616,1,0.318,0.597,7.43e-05,0.134,0.372,172.252,dubstep
Needles,System Of A Down,-0.9955,0.191,0.753,0.057,1,True,0.501,0.989,2,-1.62,1,0.11,0.000715,2.81e-06,0.2,0.113,90.019,iranian
Shimmy,System Of A Down,0.4588,0.04,0.844,0.116,17,False,0.486,0.993,10,-1.77,0,0.0771,0.00449,0.88,0.29,0.368,174.014,drum-and-bass
Streamline,System Of A Down,0.9306,0.042,0.839,0.119,20,False,0.674,0.823,11,-9.032,0,0.0406,0.0106,0.193,0.0772,0.674,133.019,industrial
The Metro,System Of A Down,0.9153,0.094,0.745,0.161,30,False,0.53,0.922,7,-2.047,1,0.0393,0.00478,0.000594,0.0855,0.947,169.97,ska
Toxicity,System Of A Down,-0.988,0.197,0.803,0.0,81,False,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,alternative
X,System Of A Down,-0.98,0.159,0.841,0.0,63,True,0.936,0.678,4,-3.012,0,0.21,0.0795,0.0,0.0838,0.822,96.911,hardcore
Our House,Talking Heads,0.9432,0.032,0.895,0.073,68,False,0.592,0.205,9,-14.601,1,0.048,0.896,5.46e-05,0.119,0.378,140.282,blues
22,Taylor Swift,0.9976,0.068,0.677,0.256,43,False,0.351,0.794,0,-4.417,1,0.0355,0.0022,2.06e-06,0.0846,0.338,67.469,alt-rock
Forever And Always,Taylor Swift,-0.9384,0.086,0.873,0.041,57,False,0.657,0.716,2,-5.675,1,0.0301,0.014,0.0,0.0483,0.435,93.924,acoustic
Our Song,Taylor Swift,0.9652,0.033,0.872,0.095,1,False,0.572,0.759,2,-4.312,1,0.0506,0.127,0.0,0.224,0.519,80.95,dance
Break It Down Again,Tears For Fears,0.9841,0.087,0.755,0.158,60,False,0.681,0.742,5,-7.0,1,0.0249,0.0134,0.422,0.121,0.486,109.001,synth-pop
New Star,Tears For Fears,0.9954,0.084,0.664,0.252,56,False,0.683,0.488,2,-8.733,1,0.0266,0.605,0.0554,0.13,0.424,113.387,bluegrass
Sea Song,Tears For Fears,0.9746,0.045,0.745,0.21,29,False,0.36,0.883,0,-5.96,1,0.0585,0.0122,2.04e-05,0.0556,0.784,159.547,rockabilly
Sowing The Seeds Of Love,Tears For Fears,0.999,0.05,0.667,0.283,64,False,0.209,0.795,0,-7.241,1,0.0443,0.0109,5.63e-05,0.355,0.682,171.975,synth-pop
Suffer The Children,Tears For Fears,-0.6197,0.107,0.825,0.068,40,False,0.289,0.887,1,-14.387,1,0.0963,5.03e-06,0.861,0.293,0.478,148.655,grindcore
The Way You Are,Tears For Fears,-0.9003,0.091,0.882,0.026,23,False,0.547,0.572,10,-11.227,1,0.0312,0.0218,1.03e-06,0.231,0.411,66.257,synth-pop
Watch Me Bleed,Tears For Fears,-0.9912,0.239,0.7,0.061,44,False,0.49,0.866,0,-6.117,1,0.0297,0.0107,0.000636,0.106,0.624,159.057,synth-pop
Who You Are,Tears For Fears,-0.9067,0.17,0.775,0.055,8,False,0.735,0.496,6,-6.961,1,0.0512,0.0706,0.0,0.279,0.431,119.949,kids
Woman In Chains,Tears For Fears,0.9618,0.081,0.722,0.197,67,False,0.434,0.609,5,-8.295,1,0.0306,0.0232,0.00108,0.0557,0.372,159.994,synth-pop
Year Of The Knife,Tears For Fears,0.6908,0.143,0.698,0.159,23,False,0.524,0.951,4,-6.851,0,0.0559,0.00157,0.478,0.129,0.228,108.1,synth-pop
Everything For Christmas,The Temptations,0.9754,0.02,0.845,0.135,0,False,0.417,0.445,0,-11.347,1,0.0355,0.534,1.02e-06,0.103,0.233,160.044,funk
Take A Look Around,The Temptations,-0.9883,0.302,0.628,0.07,74,False,0.425,0.852,11,-5.607,1,0.046,0.0175,0.306,0.0935,0.512,101.968,alternative
Superheroes,The Script,-0.9958,0.159,0.812,0.028,75,False,0.49,0.885,3,-4.121,1,0.0396,0.00218,0.0,0.0741,0.64,166.996,rock
The Man Who Can't Be Moved,The Script,-0.2924,0.036,0.936,0.028,75,False,0.605,0.629,10,-5.051,1,0.0279,0.437,0.0,0.097,0.308,99.894,rock
Real Life,The Weeknd,0.9554,0.074,0.775,0.151,0,False,0.488,0.572,9,-7.29,0,0.0901,0.138,0.000235,0.27,0.415,132.45,dance
The Hills,The Weeknd,-0.9933,0.174,0.718,0.108,3,True,0.565,0.551,0,-7.007,0,0.0687,0.0845,0.0,0.139,0.125,112.98,pop
Bad Habits,Thin Lizzy,-0.9933,0.231,0.746,0.024,50,True,0.588,0.794,6,-4.306,1,0.0404,0.0121,4.8e-06,0.279,0.204,149.939,hardstyle
Dancing In The Moonlight,Thin Lizzy,0.6486,0.048,0.864,0.089,62,False,0.754,0.796,0,-5.731,0,0.0347,0.142,1.19e-06,0.213,0.717,121.916,deep-house
Didn't I,Thin Lizzy,-0.9723,0.165,0.758,0.077,0,False,0.611,0.61,4,-6.745,1,0.0314,0.0186,0.0,0.125,0.242,123.943,piano
Leave This Town,Thin Lizzy,0.96,0.113,0.725,0.162,26,False,0.348,0.21,1,-11.837,1,0.033,0.018,0.48,0.136,0.218,76.13,garage
Betty,Tiffany,0.9898,0.123,0.626,0.251,38,False,0.758,0.459,11,-13.758,0,0.124,0.593,0.631,0.356,0.169,107.993,club
I Think We're Alone Now,Tiffany,-0.7964,0.11,0.851,0.039,43,False,0.586,0.565,11,-8.55,1,0.0541,0.163,0.0,0.107,0.633,128.956,power-pop
Ride It,Tiffany,-0.7042,0.103,0.814,0.083,81,False,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,edm
Once I Was,Tim Buckley,0.7351,0.061,0.833,0.106,49,False,0.34,0.427,1,-10.042,1,0.0312,0.11,0.615,0.122,0.404,120.646,psych-rock
So Lonely,Tim Buckley,0.1264,0.18,0.625,0.195,36,False,0.401,0.53,6,-13.369,0,0.0281,0.000218,0.000299,0.115,0.511,170.938,heavy-metal
Everybody Hates Me,Tim McGraw,-0.7935,0.144,0.745,0.111,59,False,0.475,0.752,11,-6.596,0,0.0467,0.00703,0.0,0.406,0.515,154.957,edm
Tiny Dancer,Tim McGraw,0.9073,0.045,0.84,0.115,78,False,0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,piano
In Your Wildest Dreams,Tina Turner,0.9944,0.027,0.716,0.257,27,False,0.613,0.544,5,-10.269,0,0.0307,0.0886,0.0,0.229,0.548,123.475,psych-rock
Love Thing,Tina Turner,0.9799,0.015,0.815,0.169,38,False,0.451,0.525,4,-7.509,1,0.0256,0.0028,0.824,0.121,0.319,170.814,guitar
Nutbush City Limits,Tina Turner,-0.7717,0.048,0.936,0.016,0,False,0.693,0.845,7,-8.657,1,0.0327,0.0455,0.0449,0.0341,0.921,77.181,rock-n-roll
Something Special,Tina Turner,0.999,0.034,0.566,0.4,23,False,0.747,0.876,0,-7.028,1,0.0358,0.155,0.0,0.309,0.935,123.47,trip-hop
The Hunter,Tina Turner,0.9976,0.052,0.669,0.279,59,False,0.527,0.762,4,-3.36,0,0.0778,0.222,0.000283,0.0765,0.564,82.464,alt-rock
Under My Thumb,Tina Turner,0.9751,0.007,0.876,0.117,65,False,0.732,0.494,6,-13.571,0,0.0406,0.299,0.205,0.0919,0.799,126.986,british
Whatever You Want,Tina Turner,0.9975,0.034,0.711,0.255,65,False,0.56,0.705,2,-6.761,1,0.0498,0.772,0.00259,0.264,0.501,122.456,blues
Sugar Daddy,Tom Jones,0.9589,0.052,0.837,0.112,64,True,0.953,0.453,10,-7.197,1,0.07,0.0605,0.000159,0.625,0.0368,126.009,alternative
Untrue,Tom Jones,0.859,0.165,0.635,0.2,43,False,0.68,0.869,4,-5.085,0,0.034,0.00326,0.818,0.261,0.403,121.028,groove
We Don't Talk Anymore,Tom Jones,0.9901,0.031,0.761,0.208,26,False,0.289,0.432,1,-6.091,0,0.037,0.771,0.0,0.215,0.225,85.504,acoustic
Without Love,Tom Jones,-0.925,0.208,0.664,0.127,33,False,0.696,0.822,0,-6.05,1,0.255,0.641,0.0,0.289,0.524,97.927,show-tunes
Another Town,Tom T. Hall,0.4368,0.062,0.871,0.068,23,False,0.57,0.85,10,-7.361,1,0.0311,0.087,3.71e-05,0.248,0.91,132.379,bluegrass
I'm Not Ready Yet,Tom T. Hall,0.9868,0.063,0.697,0.24,27,False,0.612,0.333,0,-14.111,1,0.0265,0.709,0.00914,0.122,0.419,95.42,honky-tonk
Letters,Tom T. Hall,0.128,0.015,0.959,0.026,34,False,0.261,0.0959,9,-23.699,1,0.042,0.992,0.868,0.103,0.369,182.65,piano
Bottom Of The World,Tom Waits,-0.9937,0.213,0.715,0.071,24,False,0.655,0.687,2,-9.366,1,0.0271,0.0767,0.0,0.0809,0.803,126.397,power-pop
November,Tom Waits,-0.9231,0.163,0.777,0.06,0,False,0.425,0.47,0,-10.452,1,0.0494,0.531,0.168,0.1,0.126,120.092,ambient
Eulogy,Tool,0.9909,0.064,0.741,0.195,28,False,0.284,0.108,7,-9.352,1,0.0473,0.674,4.65e-06,0.204,0.282,148.956,acoustic
Lateralus,Tool,0.9623,0.049,0.827,0.124,63,False,0.387,0.677,0,-8.399,1,0.084,0.00108,0.871,0.101,0.371,172.812,metal
Right In Two,Tool,-0.9811,0.16,0.77,0.07,59,False,0.44,0.568,7,-8.54,1,0.0293,0.00442,0.84,0.119,0.248,118.389,metal
Schism,Tool,0.6772,0.103,0.746,0.15,70,False,0.567,0.714,9,-8.512,0,0.0302,0.0012,0.417,0.186,0.191,107.441,alt-rock
The Pot,Tool,-0.9956,0.185,0.787,0.028,69,True,0.469,0.79,7,-6.889,1,0.0391,0.000148,0.372,0.282,0.466,107.45,alt-rock
Flicker,Tori Amos,-0.5901,0.148,0.714,0.139,63,False,0.656,0.761,10,-5.112,0,0.092,0.00647,3.35e-06,0.169,0.549,85.149,anime
Humpty Dumpty,Tori Amos,0.9246,0.009,0.895,0.096,47,False,0.881,0.453,9,-10.504,1,0.0675,0.55,0.00594,0.0881,0.974,115.004,children
Africa,Toto,0.974,0.076,0.784,0.14,21,True,0.564,0.925,9,-6.171,1,0.917,0.924,0.0,0.869,0.514,129.975,comedy
Could You Be Loved,Toto,0.9967,0.07,0.618,0.313,78,False,0.916,0.72,0,-8.548,1,0.1,0.36,0.00016,0.0958,0.76,103.312,reggae
Fahrenheit,Toto,0.6077,0.043,0.884,0.073,54,False,0.746,0.275,8,-13.619,1,0.0438,0.37,0.452,0.111,0.0542,115.04,soul
Hydra,Toto,0.685,0.055,0.84,0.105,46,False,0.444,0.961,9,-1.247,1,0.0427,0.000525,0.722,0.0769,0.234,174.021,drum-and-bass
Lea,Toto,0.9934,0.008,0.672,0.32,0,False,0.66,0.977,6,-2.232,0,0.0579,0.0278,0.0,0.337,0.771,140.013,party
Lion,Toto,-0.9037,0.113,0.835,0.053,24,True,0.702,0.539,7,-5.979,1,0.0719,0.675,0.0,0.458,0.65,134.825,comedy
Lovers In The Night,Toto,0.0772,0.097,0.784,0.119,61,False,0.776,0.785,9,-4.085,0,0.058,0.295,0.000807,0.169,0.5,98.036,k-pop
We Made It,Toto,0.9118,0.041,0.847,0.113,36,False,0.484,0.0701,6,-19.335,1,0.0586,0.961,0.516,0.0917,0.309,114.539,guitar
Baby Can I Hold You,Tracy Chapman,0.9431,0.134,0.651,0.215,74,False,0.692,0.422,2,-10.533,1,0.0333,0.0811,0.0,0.0848,0.468,74.375,folk
Fast Car,Tracy Chapman,0.8693,0.04,0.874,0.086,61,False,0.392,0.251,10,-9.845,1,0.0363,0.807,0.0,0.0797,0.508,204.961,acoustic
A Beautiful Thing,Tragically Hip,0.9967,0.014,0.697,0.289,28,False,0.328,0.168,5,-23.253,1,0.0555,0.995,0.904,0.08,0.0895,96.467,new-age
Morning Moon,Tragically Hip,0.9476,0.059,0.786,0.154,23,False,0.514,0.522,2,-9.903,0,0.0287,0.725,9.59e-06,0.0755,0.532,82.363,goth
Bruises,Train,0.9941,0.09,0.689,0.222,56,False,0.579,0.554,0,-7.08,1,0.0587,0.0175,0.0221,0.101,0.838,185.183,synth-pop
Idaho,Train,-0.0544,0.04,0.934,0.026,23,False,0.588,0.572,7,-7.853,1,0.0259,0.624,0.000661,0.0732,0.757,134.923,bluegrass
You Already Know,Train,0.9081,0.074,0.809,0.117,57,False,0.496,0.117,0,-12.884,1,0.0301,0.933,0.0,0.126,0.318,78.068,acoustic
Battleships,Travis,0.8148,0.122,0.745,0.132,54,False,0.49,0.746,1,-4.951,1,0.0405,0.0121,0.0,0.0624,0.331,81.848,grunge
